Area,PDP,SSIM,Label
4310102,890.0,0.6,set1
4314441,889.9825589438335,0.5997739842846032,set1
4313728,889.9384158499159,0.5983794779456685,set1
4319853,889.9716571044717,0.5993431451114603,set1
4304352,890.0049713435875,0.600715388090639,set1
4319297,889.8742353761731,0.5978515291967572,set1
4321608,889.9615147704587,0.5963195477240095,set1
4309222,890.0098510742508,0.5997870731752506,set1
4305683,890.1365336387892,0.6020154187282575,set1
4315805,889.8292047619888,0.5937051911501086,set1
4315087,889.9798535347278,0.5912050252298539,set1
4301882,889.8475002803208,0.5952960989600607,set1
4313698,889.8800824563534,0.5923488170362721,set1
4304812,889.820143480899,0.5940632595282498,set1
4306664,889.9782072452863,0.5934896164794028,set1
4312898,890.0064623564667,0.5828447431965761,set1
4322031,890.1145841373553,0.5894956893754001,set1
4325134,889.5441529268275,0.5880594684358421,set1
4321115,889.6340906306964,0.5878854451096938,set1
4320999,889.3968810032048,0.5974827504533795,set1
4323404,889.6389695697444,0.5914254004782752,set1
4317650,889.9324219106879,0.5890775576002829,set1
4302024,889.2956332132463,0.5825132803655511,set1
4326113,889.5804399783607,0.5938000091021026,set1
4310848,889.3799312800235,0.5880402218788844,set1
4315211,889.6227060343496,0.5877751271548304,set1
4322848,889.7959121730797,0.6069140469710849,set1
4322009,889.9482060204999,0.5905775773741412,set1
4301660,890.2382046068535,0.5868103804033722,set1
4301280,890.0681411898107,0.5800225511564231,set1
4326616,890.0865998757744,0.5676044567219126,set1
4323525,889.083137449733,0.5745783524950676,set1
4326404,889.8732956137248,0.5949618861066901,set1
4301240,889.256622343029,0.5927033270809599,set1
4305699,889.3764480588683,0.5632470778254266,set1
4314272,889.1879842023692,0.6146462780121897,set1
4317236,890.1985257938424,0.5860714568450619,set1
4305669,889.3136505146563,0.5551854721845206,set1
4304106,889.4435515343014,0.5639396087694118,set1
4319989,890.2320517596957,0.5705736919207159,set1
4324298,888.9157322926991,0.585684086205735,set1
4321151,889.0462986610322,0.5640466921949642,set1
4321686,889.4734169903728,0.5999574062419708,set1
4325865,889.673441413822,0.5588193237375435,set1
4301833,889.651006718946,0.5843598476185959,set1
4311862,890.5555003511712,0.5525106195057979,set1
4302694,889.4989341152155,0.5755093825985564,set1
4317633,888.9677926303897,0.5839360638016812,set1
4326039,889.5312830652231,0.5813324654340626,set1
4303194,890.2028540144653,0.5953814729881,set1
4324032,889.0062304862714,0.5712089998000668,set1
4305195,889.9186075692725,0.5636915456037831,set1
4308320,889.1062454587493,0.5658906488110803,set1
4311034,889.0471140722861,0.6243961815521898,set1
4326895,888.6488287637142,0.5653927407568451,set1
4303284,889.6422241120634,0.5532978252502857,set1
4304782,888.7166770197724,0.5719570785564966,set1
4308396,889.1359879800654,0.5740760246069291,set1
4310696,889.5487142336235,0.5298388871429115,set1
4308094,888.8865875384287,0.5490396690973891,set1
4316358,889.0822102737334,0.5602996041070201,set1
4316643,889.9783689430415,0.5281332169032126,set1
4306649,888.0823754775876,0.5307738750243473,set1
4326601,889.5739980365901,0.575447026602406,set1
4314431,888.4058994597596,0.5761473791056259,set1
4314190,890.5416625707261,0.5714800808485636,set1
4320876,890.3190949775914,0.5319125094979311,set1
4314345,890.3035105576757,0.5776982558529202,set1
4325366,888.5472492299197,0.5273767088869871,set1
4307530,888.6993644017618,0.5314679223043152,set1
4314519,890.136999379547,0.5210629001428434,set1
4318924,888.3309271808637,0.5536495730262418,set1
4315380,889.5011507916691,0.585493461558964,set1
4319095,889.1450456805386,0.6213371192089032,set1
4302599,888.7324594833756,0.658607099966043,set1
4321181,888.4993084170147,0.5454561507876097,set1
4319760,888.8364773534303,0.5220433804986888,set1
4307997,889.2710072946924,0.5298976217795491,set1
4323227,889.8407833584758,0.5210259139709784,set1
4308321,888.1904802809985,0.5574619843862924,set1
4318700,890.2906222082523,0.5516062421801304,set1
4311025,890.0508744907805,0.572654432391399,set1
4306019,888.3997929854195,0.548661649439912,set1
4306782,887.9505737595276,0.5772449255337443,set1
4317736,889.2656929012143,0.5125395106943775,set1
4321535,888.5010563810961,0.522944794323499,set1
4312782,888.5227989407243,0.5148395048729206,set1
4313336,891.1327445735532,0.6004813297741439,set1
4314533,887.9491102749898,0.5020236409075135,set1
4304625,888.9233241565792,0.5229971544570055,set1
4323207,888.6831675322516,0.5284480118303482,set1
4303216,889.3419890528585,0.5674252939608163,set1
4316560,887.5194594053722,0.487130176960845,set1
4308388,887.5259425536346,0.5287180390701071,set1
4321669,890.1810983639164,0.5084648075068281,set1
4322682,887.4337840391311,0.6033323293176461,set1
4310624,888.4930303719061,0.4903349746788701,set1
4316328,888.9316305375503,0.5430534463939727,set1
4309915,887.4792969047041,0.5235880522819056,set1
4310898,889.369472737643,0.5874856179619111,set1
4313556,888.8518268415577,0.5181154391537817,set1
4323959,889.6386423167036,0.4740732839621209,set1
4323235,888.2728660460139,0.5269475525632684,set1
4309854,888.8487495344361,0.561593421373132,set1
4323468,888.6786979988716,0.5331946930223237,set1
4310451,888.4117029563579,0.5903540375289896,set1
4315982,889.0037723908497,0.48345128388655967,set1
4312306,888.4878110543534,0.4677300628496683,set1
4323946,886.9040440168345,0.5192344321758179,set1
4325593,889.1169401940961,0.6108202337987605,set1
4309379,888.6689563713609,0.5645977522720868,set1
4321569,889.6735681700392,0.5113110499988742,set1
4322578,886.6879057386535,0.5647035352089855,set1
4312705,886.6888887809986,0.620192513849817,set1
4307831,886.9089106556731,0.5542260491058761,set1
4324724,888.2705345487323,0.507785906676768,set1
4320462,891.1647515238288,0.5065460890773895,set1
4323242,887.1757973940233,0.46889175659816673,set1
4306834,887.527571903113,0.6579080634293422,set1
4323884,887.821605677159,0.6442464414717634,set1
4316065,886.7548257704955,0.5215763585020026,set1
4321772,890.8335584651004,0.5232456892212352,set1
4315118,891.5412783124794,0.5925058170374032,set1
4324425,889.481882424177,0.5721342150039831,set1
4317490,887.1689887460122,0.5682260391628347,set1
4308652,890.0872701249167,0.6900576369032402,set1
4303255,889.8344399149228,0.4753707500081391,set1
4316799,888.4293821267219,0.4531860377975916,set1
4320717,888.5401623660267,0.5288532843492719,set1
4305700,887.8289435439611,0.45099303030592097,set1
4307982,887.6388495020597,0.5029172339554062,set1
4317851,887.690037903517,0.5328285001617256,set1
4306144,888.1894643513959,0.4665861448471177,set1
4323142,886.2616570754652,0.6974415117964785,set1
4301505,890.7767565529501,0.4988588627088974,set1
4304091,890.7262079286493,0.5716843771327504,set1
4301308,887.2250478299209,0.5732521461438473,set1
4324336,886.9794419301847,0.4419658776638522,set1
4315342,886.1298960894292,0.5014323257508202,set1
4306181,886.9541961111681,0.5831360515193731,set1
4304388,889.8522615148316,0.5574726355308451,set1
4311057,890.3815982732555,0.5331881721464532,set1
4324750,888.9639974187108,0.5246701484892979,set1
4312547,888.4394683555367,0.5104372648745582,set1
4303258,886.7803061485185,0.43615376637654,set1
4307361,886.3613491465927,0.5039051620683671,set1
4317710,889.8926226886385,0.5259222266366298,set1
4311190,887.8200449411006,0.5853261366719298,set1
4323106,886.0241784538972,0.5834998361469057,set1
4314341,887.9393582216861,0.45103319515800044,set1
4361794,890.0,0.6,set1
4367854,890.0558412053884,0.6001096139057289,set1
4345131,889.9117902097431,0.6000521799359763,set1
4348377,889.8224793092268,0.5997573629644637,set1
4363986,889.9976759401887,0.5997745479512883,set1
4373861,890.3526606635106,0.6002699514878297,set1
4346025,890.1305535220905,0.5998546456957824,set1
4347159,890.4981830894097,0.6003624769339466,set1
4371802,889.9457045286654,0.6000007448580476,set1
4371791,890.1261847497324,0.5996397332276155,set1
4372276,889.9155794138534,0.5994274235951744,set1
4351633,889.7297528366788,0.6002635169289671,set1
4351710,889.5143924390018,0.5990302158231872,set1
4370971,889.5853377026093,0.5994022939349233,set1
