Area,PDP,SSIM,Label
4334045,930.0,0.6,set1
4330877,929.9881019749196,0.5989933018561685,set1
4331235,929.9608148858172,0.6004203966229353,set1
4339288,929.938307319263,0.6004628951454505,set1
4345081,929.9111149897841,0.5999625922424618,set1
4343659,929.9169475387207,0.5946553689709252,set1
4338412,929.9272991041529,0.5955131855382403,set1
4353572,929.8059121083595,0.5952146642996327,set1
4353717,929.951714962597,0.5915448876158752,set1
4336247,929.9135898890028,0.6011443769880136,set1
4342838,929.9654749088967,0.5908473681695637,set1
4337297,929.979885169924,0.6032341661042707,set1
4348254,929.7650626403298,0.5980862339848114,set1
4345451,929.6827100758469,0.5909177588697774,set1
4348400,929.7910334561731,0.5898836125272702,set1
4353083,929.5797644008726,0.5848870256837985,set1
4333253,929.693625407431,0.5888080162165674,set1
4337344,929.5598717665016,0.594353527398427,set1
4350431,929.6189079157859,0.6048410640863667,set1
4348651,929.5673307649336,0.5946606700351422,set1
4345615,929.8852810575962,0.5825420853533431,set1
4339949,929.8257344271916,0.5849194423554563,set1
4350449,929.8746554734741,0.588797198788413,set1
4334130,929.7796160138869,0.5921604151562346,set1
4345131,929.3775076193178,0.5808299439708283,set1
4335354,929.486447905971,0.5773213289774217,set1
4331773,929.9018219702563,0.5940951746350853,set1
4344155,929.5218438087849,0.5862120353899593,set1
4330095,929.6519951094563,0.5701615083443796,set1
4339968,929.3049319319764,0.5825909298391765,set1
4343862,929.404520166589,0.5808684032556051,set1
4353741,929.1523626767893,0.5769329532664916,set1
4348734,929.364664877153,0.5882013259870921,set1
4331578,929.4894554058707,0.5689491414433688,set1
4341120,929.0502390988487,0.5850727384102389,set1
4343808,928.9267427381791,0.5937520363638953,set1
4337681,929.4011631114989,0.5750611176250089,set1
4348601,930.0727747221739,0.5822189886558425,set1
4348461,929.3847776342633,0.6046015384404557,set1
4343182,929.6625071810745,0.5812539271230426,set1
4343469,929.9348865292579,0.5670066161647753,set1
4347053,929.8703795171974,0.5894186076212048,set1
4333329,928.7296247649582,0.5658765716181012,set1
4353256,929.5995834996043,0.5863374824902295,set1
4345957,929.3118093601543,0.6164174813752094,set1
4334628,929.2615254009027,0.5653209680034966,set1
