Area,PDP,SSIM,Label
4321859,930.0,0.7,set1
4322969,929.9765342760888,0.7001920580003225,set1
4305106,929.928062637228,0.6984178439591959,set1
4308269,929.9406385928112,0.696855209396412,set1
4317564,929.9617700048836,0.6969522665031651,set1
4328347,929.953359191826,0.6900234419083948,set1
4320619,929.8652884421051,0.6960074804235249,set1
4309353,929.882914264463,0.693532448368778,set1
4315963,929.9290448548885,0.7014311994921194,set1
4301681,929.6903122414151,0.6904002547496919,set1
4306508,929.7101726971063,0.6864209865234906,set1
4316796,930.0402110224468,0.694296873625577,set1
4304347,929.7264454266423,0.6891833763678368,set1
4302587,929.8163443876654,0.6922312717446077,set1
4313791,930.1999887708954,0.6899254667057235,set1
4320542,929.6099233562594,0.6809087154952728,set1
4310210,930.0422441691069,0.6721367917293212,set1
4311744,929.6350631081142,0.6843410841662458,set1
4327687,929.6351797958914,0.7044779723233396,set1
4327778,929.7614386187173,0.668596661217865,set1
4306271,929.645116363483,0.6791493081304872,set1
4312561,929.796690039126,0.6761177780171915,set1
4316224,929.5710032220017,0.6744030872537796,set1
4302455,929.1450641688771,0.666850155557343,set1
4320284,929.0382072131472,0.6909254256445855,set1
4318722,929.1076336947528,0.6889268041811784,set1
4315049,929.8677000950537,0.6678099844868614,set1
4326778,929.516318166127,0.6686069775654163,set1
4302348,929.9031119087975,0.6660334547493858,set1
4302036,929.1324214705706,0.6551589946904961,set1
4308409,928.6167343400796,0.6749183053773649,set1
4305428,929.3916065243552,0.6516380942350782,set1
4323902,929.1352639300657,0.6963436501217728,set1
4305136,929.1165602673467,0.7156428776515787,set1
4312583,929.0981196166064,0.6906786465833519,set1
4305583,929.3573982130819,0.7016323054725767,set1
4321839,929.4288040610147,0.677389003094457,set1
4317415,929.8124822909718,0.7388750047478106,set1
4312960,928.0935161204881,0.6552516035747643,set1
4327760,928.5167083701209,0.6843277601418588,set1
4308508,929.1433309801778,0.6459391353129088,set1
4301753,930.056235906629,0.6718294068715617,set1
4323115,928.6196087442685,0.6947831311527104,set1
4304735,929.4558011753059,0.7115499486801395,set1
4302781,929.7650063117002,0.6644168273493948,set1
4315759,930.6640428771856,0.700028830370514,set1
4318056,930.6035394688976,0.6757528714016832,set1
4320162,929.0666007460167,0.6177114335958046,set1
4309188,929.130519929454,0.6619663659609419,set1
4311069,929.7503424407414,0.674250974800617,set1
4304871,929.5725951755002,0.7041597682540015,set1
4313487,928.0323831679115,0.6478544917933458,set1
4322542,928.3694733100513,0.6688141817276197,set1
4324965,930.3258102250908,0.6687720465376962,set1
4325355,929.0607094252084,0.6277252254749166,set1
4323554,929.705513158728,0.621975320748019,set1
4311516,928.753150399425,0.7111829637867639,set1
4303861,930.2565149590426,0.7375394831559602,set1
4304701,929.182302802554,0.6494751985293493,set1
4311198,929.0187235020231,0.6936617594783993,set1
4326643,928.8719489235599,0.6713637434713211,set1
4304422,928.7624184783064,0.6143709713381555,set1
4315442,928.3496702474932,0.6012106535490622,set1
4318436,929.9909340415729,0.6497874821901771,set1
4301838,929.1336645902544,0.6399969742223108,set1
4311806,928.1851359039872,0.6082587983050954,set1
4304704,928.8623748086599,0.6793950627826107,set1
4327417,928.9459106170348,0.6181782032347403,set1
4329995,928.8551113577937,0.652912978647771,set1
4314702,927.0212099540263,0.6063907652518717,set1
4329849,929.0402367253615,0.6125685185378175,set1
4313749,927.4637863741776,0.5675435315545777,set1
4323121,927.2341897601875,0.6663244281515315,set1
4316563,928.5418009021513,0.7069377164449387,set1
4325663,928.4980563574586,0.6495294356727774,set1
4323642,926.6767470483725,0.5897930833869411,set1
4327657,926.8083365222492,0.6969432460709417,set1
4314586,930.2692251339039,0.6093687008731549,set1
4325106,928.3952915936611,0.6902847776723177,set1
4311687,926.6618297541343,0.7051439052457289,set1
4307551,930.2120451001099,0.6520916591711727,set1
4306345,927.8087762811056,0.6029893173148129,set1
4304061,926.6047433424399,0.6459746494173305,set1
4323939,928.9710089128756,0.6543051799235007,set1
4306817,926.778279826189,0.5561953645506018,set1
4309327,928.8203271943275,0.629402837563108,set1
4317273,927.3097705768712,0.7048428205030085,set1
4328935,928.7228147918318,0.6535260312513534,set1
4328439,927.1523775575896,0.6217225746538886,set1
4316735,930.9930293101787,0.6907962010762785,set1
4314083,927.6679840493701,0.6620888722208007,set1
